Headline,Body ID,Stance
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,2002,unrelated
Video Purports to Show Beheading of American Journalist,2115,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2197,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2097,unrelated
1901 Boston time capsule yields small red book,2003,unrelated
Comcast Declares War on Tor?,1280,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1459,discuss
Eyewitness Says Viral Video of Homeless Man Was Staged,634,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1465,discuss
Ferguson riots: audio may have captured Michael Brown shooting,1921,unrelated
ISIS Militant “Jihadi John” Identified As Young West Londoner,2184,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2192,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,649,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2067,agree
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2053,discuss
White House Fence Jumper Pushed Past Female Guard,1323,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",169,agree
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1528,unrelated
Seth Rogen to play Woz in Jobs biopic,1197,unrelated
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,513,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,633,disagree
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,730,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1351,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",913,unrelated
Doubts cast over Nicaragua meteorite claim,816,unrelated
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,303,unrelated
Boko Haram denies it has agreed ceasefire,1506,unrelated
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2506,discuss
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],1820,unrelated
Michael Brown shooting audio caught on tape?,1916,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,524,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",882,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1799,agree
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,666,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,205,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',509,discuss
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1982,unrelated
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1939,unrelated
Video shows ISIL beheading of photojournalist James Foley,578,discuss
Scientists Doubt That Meteor Caused Crater In Nicaragua,220,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",529,unrelated
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2385,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1400,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1885,unrelated
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,1549,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1081,discuss
Homeless man receives $100... then shocks everyone with how he spends it,2434,unrelated
Did Paul Rudd Help Take Down Dallas Airport Homophobe?,2514,agree
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",2509,unrelated
Nujaifi Condemns / Daash / crime in Saqlawiyah and Alsiger areas of Anbar.,2197,unrelated
World's oldest burger,1913,unrelated
"And finally: Apple Watch to launch 9 March with 100,000 apps",964,unrelated
"And finally: Apple Watch to launch 9 March with 100,000 apps",280,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,1234,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1883,agree
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,2415,unrelated
Meet the X-BOY: Electric shock turns kid into MAGNETO,2203,discuss
The next Apple Watch could be platinum,2296,unrelated
GCPD Solved Stolen Batmobile Case?,2090,unrelated
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,1338,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,299,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1267,unrelated
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,2433,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,737,unrelated
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2477,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2495,discuss
This Kid Made $72 Million During Lunch,409,unrelated
7 Bosnian teens get pregnant on school trip,1408,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",2087,unrelated
Jihadi John identity revealed as Mohammed Emwazi: live,2123,discuss
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,269,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,1751,agree
Isis claims to behead US journalist,1034,unrelated
First Human Death Confirmed From Eating GMO [Satire],2098,agree
Woman spends a week in KFC to get over her break up,817,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,1296,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',387,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1938,unrelated
Conflicting reports on alleged IS capture of Canadian woman,2471,discuss
Meteorite 'caused mysterious boom in Nicaragua',1541,unrelated
New policy could reduce marijuana possession arrests,932,unrelated
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,2034,unrelated
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",2210,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1011,discuss
WHO ‘probing’ whether ISIS fighters got Ebola,737,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1658,unrelated
Star Wars VII for a New SUMMER Release Date!?,1873,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1549,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1808,unrelated
Comcast blocks Tor,1572,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,564,unrelated
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",788,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2360,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,804,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,1336,discuss
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",640,unrelated
Isilkulskom student has gained superhero powers after shock,213,unrelated
US officials: Video shows American's execution,938,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,634,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,75,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",630,unrelated
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,281,unrelated
US officials: Video shows American's execution,826,unrelated
Saudis Say Michelle Obama Not Blurred on TV,1975,agree
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2192,unrelated
Alleged audio of Michael Brown shooting released,900,unrelated
White House Fence Jumper Made It Further Into Building Than Reported,917,unrelated
Here Are Microsoft's New Robot Security Guards,1837,agree
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",781,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,800,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1906,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,269,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,440,discuss
1901 Boston time capsule yields small red book,1997,discuss
"Batmobile stolen in Detroit? Good one, joker!",621,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1506,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,961,unrelated
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,2046,agree
ISIS Reportedly Beheads American Photojournalist in Iraq,524,unrelated
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1370,discuss
Vogue's new digs are reportedly swarming with rats,2367,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1897,unrelated
Everyone chill! Banksy has NOT been arrested,77,unrelated
Is Durex Planning To Release A Pumpkin Spice Condom?,1954,discuss
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",2367,unrelated
Teen Makes $72 Million on the Stock Market,1184,agree
Militant Group Says It Killed American Journalist in Syria,2304,unrelated
Microsoft turns to robotic security guards to watch for trouble,2295,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1169,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1873,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,609,unrelated
Doubts cast over Nicaragua meteorite claim,1071,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1483,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,1040,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,818,unrelated
Now the Vogue Rats Are Chewing Through Couture,1543,discuss
God Is A Woman – Resurrected Father Narated,2142,unrelated
Marijuana May Soon Spark Just a Ticket in New York,666,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,2313,unrelated
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,1018,discuss
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,2067,unrelated
"In Vogue vs Rats War, the Rats Are Winning",585,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,550,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1603,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",51,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2304,unrelated
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,651,unrelated
Setting the record straight on tor,2299,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",205,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",513,unrelated
North Korea reportedly bans anyone sharing Kim Jong Un's name,1857,discuss
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2087,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,630,unrelated
Saudis Say Michelle Obama Not Blurred on TV,1242,unrelated
"Suspected meteorite leaves crater in Managua, is linked to asteroid",1825,discuss
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",1003,unrelated
Jihadi John identity revealed as Mohammed Emwazi: live,2328,unrelated
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",321,unrelated
"Man chops off own penis, throws it in a dustbin after poor show in bed",1799,agree
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1854,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,220,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,2192,unrelated
If Only A Bird Really Did Poop on Putin,1051,agree
"Meet Magneto Boy, the kid who attracts metal with his body",1503,unrelated
"If you really believed Colorado KFCs were selling pot, here’s a reality check",1277,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2375,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,1361,unrelated
Magic mushroom found growing at Buckingham Palace,1647,agree
Lynch Mob Castrates Alleged Rapist In Rajasthan,2523,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,80,unrelated
Met police denies reports of Banksy arrest,1020,unrelated
Report: Secret Service Lied About White House Fence Jumper,2463,unrelated
Tiger Woods' former luxury island goes on sale,2508,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2220,discuss
ISIS Getting Ebola,2078,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,2419,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1419,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",244,unrelated
"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",221,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2042,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",220,discuss
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,1883,unrelated
